name,calories,total_fat,sodium,protein,carbohydrate,sugars,food_group
"Fish, raw, farmed, A",208,13g,59.00 mg,20.42 g,0.00 g,0.00 g,grains
"KEEBLER, Fudge Stick",529,27g,131.00 mg,2.60 g,68.80 g,53.00 g,grains
"Corn flour, white, u",363,3.7g,5.00 mg,8.46 g,76.59 g,1.61 g,grains
"Bread crumbs, season",383,5.5g,1336.00 mg,14.13 g,68.49 g,5.74 g,grains
"Beverages, powder, W",383,0.1g,274.00 mg,0.60 g,97.30 g,97.30 g,grains
"Pineapple, extra swe",51,0.1g,1.00 mg,0.53 g,13.50 g,10.32 g,grains
"Restaurant, orange c",262,13g,553.00 mg,14.46 g,22.46 g,13.60 g,grains
"Cookies, higher fat,",455,16g,325.00 mg,4.90 g,72.60 g,35.07 g,grains
"Beverages, chicory, ",3,0g,7.00 mg,0.09 g,0.75 g,0.00 g,grains
"Candies, soft fruit ",390,9.5g,131.00 mg,2.31 g,73.81 g,45.95 g,grains
"Vanilla extract, alc",237,0g,4.00 mg,0.05 g,2.41 g,0,grains
"Peas and onions, unp",70,0.3g,61.00 mg,3.98 g,13.51 g,0,grains
"Rhubarb, with sugar,",116,0.1g,1.00 mg,0.39 g,31.20 g,28.70 g,grains
"Goose, raw, meat onl",161,7.1g,87.00 mg,22.75 g,0.00 g,0,grains
"Tomatoes, stewed, co",79,2.7g,455.00 mg,1.96 g,13.05 g,0,grains
"Soybeans, dry roaste",449,22g,2.00 mg,43.32 g,28.98 g,0,grains
"Squab, raw, meat and",294,24g,54.00 mg,18.47 g,0.00 g,0,grains
"Fish, prepared, froz",277,16g,402.00 mg,11.01 g,21.66 g,1.65 g,grains
"Tomato sauce, no sal",24,0.3g,11.00 mg,1.20 g,5.31 g,3.56 g,grains
"Cake, dry mix, yello",423,9.8g,860.00 mg,4.00 g,80.00 g,44.21 g,grains
"Pork, unheated, patt",315,28g,1088.00 mg,12.78 g,1.69 g,0,grains
"Candies, REESE'S Pea",515,31g,357.00 mg,10.24 g,55.36 g,47.17 g,grains
"Snacks, very low sod",387,2.4g,28.00 mg,8.10 g,83.40 g,0,grains
"Restaurant, cheese t",216,12g,503.00 mg,8.99 g,17.97 g,1.23 g,grains
"KASHI, Happy Trail M",451,18g,249.00 mg,8.10 g,63.86 g,26.60 g,grains
"Hyacinth-beans, raw,",46,0.2g,2.00 mg,2.10 g,9.19 g,4.08 g,grains
"KEEBLER, Minis Multi",470,20g,876.00 mg,7.30 g,67.40 g,10.70 g,grains
Veggie burgers or so,177,6.3g,569.00 mg,15.70 g,14.27 g,1.07 g,grains
"KASHI, Oatmeal Dark ",426,16g,0,7.20 g,67.00 g,27.20 g,grains
"Beverages, EAS whey ",385,5.1g,385.00 mg,66.67 g,17.95 g,5.13 g,grains
"GLUTINO, Lemon Flavo",515,24g,111.00 mg,0.00 g,74.39 g,42.31 g,grains
"KASHI, Fire Roasted ",389,12g,664.00 mg,12.00 g,64.60 g,7.30 g,grains
"Beans, cooked, ranch",97,1g,725.00 mg,5.00 g,16.90 g,5.25 g,grains
"Cookies, vanilla san",483,20g,349.00 mg,4.50 g,72.10 g,39.30 g,grains
"USDA Commodity, redu",282,18g,725.00 mg,27.20 g,2.00 g,0.58 g,grains
"Ham, regular (approx",163,8.6g,1143.00 mg,16.60 g,3.83 g,0.00 g,grains
"SUNSHINE, White Ched",473,21g,952.00 mg,8.55 g,65.70 g,2.15 g,grains
"Sweet potato, home-p",164,3.5g,119.00 mg,0.89 g,32.12 g,27.25 g,grains
"Shortening, fraction",884,100g,0.00 mg,0.00 g,0.00 g,0,grains
"MURRAY, Pecan Shortb",514,34g,351.00 mg,5.90 g,57.30 g,1.10 g,grains
"Sausage, pork, beef,",230,19g,879.00 mg,10.50 g,2.60 g,0.00 g,grains
"KEEBLER, Butter Flav",482,21g,275.00 mg,5.50 g,70.00 g,33.90 g,grains
"SPAGHETTIOS, Mini Be",99,1.7g,409.00 mg,4.25 g,16.60 g,5.41 g,grains
"Egg, pasteurized, su",307,23g,70.00 mg,13.87 g,10.95 g,10.30 g,grains
KASHI Three Cheese P,126,4g,248.00 mg,5.70 g,16.80 g,1.90 g,grains
"Purslane, with salt,",18,0.2g,280.00 mg,1.49 g,3.55 g,0,grains
"Cranberries, raw (Al",55,0.2g,26.00 mg,1.10 g,12.30 g,0,grains
"SPAGHETTIOS, easy op",70,0.5g,225.00 mg,2.35 g,14.55 g,4.23 g,grains
"Babyfood, junior, sw",60,0.1g,18.00 mg,1.10 g,14.00 g,4.24 g,grains
"Vegetable smoothie, ",28,0.1g,13.00 mg,0.80 g,7.00 g,6.05 g,grains
KASHI Mayan Harvest ,121,3.2g,133.00 mg,3.00 g,21.00 g,7.00 g,grains
"Frozen yogurts, flav",127,3.6g,63.00 mg,3.00 g,21.60 g,19.92 g,grains
"Eggplant, with salt,",33,0.2g,239.00 mg,0.83 g,8.14 g,3.20 g,grains
"Snacks, white corn, ",503,23g,15.00 mg,7.79 g,65.32 g,1.00 g,grains
"Parsnips, with salt,",71,0.3g,246.00 mg,1.32 g,17.01 g,4.80 g,grains
"Spinach, unprepared,",29,0.6g,74.00 mg,3.63 g,4.21 g,0.65 g,grains
"Beverages, powder, n",377,3g,876.00 mg,15.49 g,71.93 g,37.65 g,grains
"Cinnamon buns, frost",452,27g,305.00 mg,4.45 g,48.60 g,25.70 g,grains
"Leavening agents, co",105,1.9g,30.00 mg,8.40 g,18.10 g,0.00 g,grains
"PEPPERIDGE FARM, Jew",253,3.4g,528.00 mg,0.01 g,45.00 g,3.10 g,grains
Wonton wrappers (inc,291,1.5g,572.00 mg,9.80 g,57.90 g,0,grains
"CAMPBELL'S, Spicy Ho",21,0g,198.00 mg,0.82 g,4.12 g,3.29 g,grains
"KELLOGG'S, Cheddar, ",382,9.4g,750.00 mg,6.40 g,73.70 g,4.30 g,grains
"Celeriac, with salt,",27,0.2g,297.00 mg,0.96 g,5.90 g,0,grains
"Beverages, as served",54,0.7g,14.00 mg,0.48 g,11.52 g,9.36 g,grains
"KRAFT, STOVE TOP Stu",381,4.1g,1532.00 mg,12.60 g,73.10 g,10.10 g,grains
"Fish, moist heat, co",184,7.5g,53.00 mg,27.36 g,0.00 g,0,grains
"Ice creams, Vanilla,",143,6.2g,66.00 mg,3.68 g,21.92 g,6.09 g,grains
"Snacks, raisin, unco",448,18g,282.00 mg,7.60 g,66.40 g,0,grains
WORTHINGTON Dinner R,213,14g,671.00 mg,16.00 g,6.90 g,1.00 g,grains
"Biscuits, baked, fro",338,11g,942.00 mg,6.20 g,53.87 g,3.48 g,grains
"Cake, fat-free, comm",283,1.2g,341.00 mg,5.40 g,61.00 g,34.34 g,grains
"Fruit cocktail, drai",70,0.1g,6.00 mg,0.47 g,18.80 g,17.14 g,grains
"Leavening agents, ac",325,7.6g,51.00 mg,40.44 g,41.22 g,0.00 g,grains
"WENDY'S, no cheese, ",213,11g,395.00 mg,12.63 g,16.82 g,0,grains
"Cereals, dry, whole ",342,2g,2.00 mg,11.20 g,75.20 g,0.42 g,grains
"Bread, french or vie",272,2.4g,602.00 mg,10.75 g,51.88 g,4.62 g,grains
"CRACKER BARREL, coun",287,17g,1050.00 mg,12.62 g,21.40 g,0,grains
"Rice, uncooked, enri",358,0.5g,1.00 mg,6.50 g,79.15 g,0,grains
"Rice, uncooked, unen",370,0.6g,7.00 mg,6.81 g,81.68 g,0,grains
"Gravy, prepared, low",53,2.4g,18.00 mg,3.80 g,6.16 g,0.01 g,grains
"Pancakes, ready-to-h",215,4.6g,331.00 mg,3.31 g,40.32 g,4.06 g,grains
"Gums, seed gums (inc",332,0.5g,125.00 mg,4.60 g,77.30 g,0.00 g,grains
"Snacks, unsalted, wh",541,37g,29.00 mg,10.90 g,46.50 g,0,grains
"Syrups, with 2% mapl",265,0.1g,61.00 mg,0.00 g,69.60 g,42.00 g,grains
"Candies, 3 MUSKETEER",436,13g,194.00 mg,2.60 g,77.77 g,66.89 g,grains
"Beef, raw, sweetbrea",303,29g,64.00 mg,11.51 g,0.00 g,0.00 g,grains
"UDI'S, Whole Grain D",329,12g,507.00 mg,11.80 g,44.29 g,4.20 g,grains
"Prickly pears, raw (",42,0.1g,4.00 mg,0.12 g,10.17 g,1.02 g,grains
"Turkey, seasoned, li",138,6g,850.00 mg,18.70 g,1.00 g,0,grains
"Lambsquarters, raw (",47,0.3g,7.00 mg,4.21 g,6.96 g,0,grains
"Beverages, powder, u",315,0g,72.00 mg,20.21 g,58.66 g,5.53 g,grains
"Seeds, low fat (glan",332,1.4g,35.00 mg,49.83 g,36.10 g,0,grains
"Squash, raw, include",17,0.3g,8.00 mg,1.21 g,3.11 g,2.50 g,grains
"KELLOGG'S, Original ",487,25g,794.00 mg,22.90 g,46.50 g,5.30 g,grains
"Kohlrabi, with salt,",29,0.1g,257.00 mg,1.80 g,6.69 g,2.80 g,grains
"Lamb, raw, sweetbrea",72,3.2g,39.00 mg,11.00 g,0.00 g,0.00 g,grains
"Salad dressing, vine",449,50g,1.00 mg,0.00 g,2.50 g,2.50 g,grains
"Pastry, Pastelitos d",379,19g,231.00 mg,5.48 g,47.76 g,17.00 g,grains
"Cheese spread, Ameri",290,21g,1625.00 mg,16.41 g,8.73 g,7.32 g,grains
"Candies, M&M MARS 3 ",538,29g,63.00 mg,6.41 g,63.15 g,57.69 g,grains
Vegetable oil-butter,465,53g,581.00 mg,0.00 g,0.00 g,0.00 g,grains
"Cheese, low moisture",318,25g,710.00 mg,21.60 g,2.47 g,1.01 g,grains
"MOTHER'S, 4th of Jul",487,25g,192.00 mg,3.80 g,68.30 g,44.20 g,grains
"Chicken, raw, skin o",349,32g,63.00 mg,13.33 g,0.00 g,0.00 g,grains
"Beverages, no sugar ",373,9.1g,636.00 mg,9.09 g,63.64 g,27.27 g,grains
WORTHINGTON Super Li,219,16g,708.00 mg,14.50 g,5.50 g,0.60 g,grains
"Babyfood, Banana wit",86,0g,10.00 mg,1.06 g,20.41 g,14.27 g,grains
WORTHINGTON Wham (ro,196,11g,717.00 mg,17.80 g,5.70 g,3.20 g,grains
"Cherries, drained, w",42,0.2g,4.00 mg,0.69 g,10.45 g,6.99 g,grains
"Prunes, uncooked, de",339,0.7g,5.00 mg,3.70 g,89.07 g,0,grains
"Fish, sweet recipe, ",84,1.7g,524.00 mg,9.07 g,7.41 g,0,grains
"Roast beef, sliced, ",115,3.7g,853.00 mg,18.62 g,0.64 g,0.29 g,grains
"Plantains, Latino re",236,7.5g,6.00 mg,1.42 g,40.77 g,21.76 g,grains
"Candies, HERSHEY'S G",569,37g,52.00 mg,11.97 g,46.85 g,37.13 g,grains
"Dock, without salt, ",20,0.6g,3.00 mg,1.83 g,2.93 g,0,grains
"Beef, canned, with p",164,10g,412.00 mg,8.73 g,9.27 g,0.34 g,grains
"KEEBLER, Double Stuf",512,25g,266.00 mg,4.60 g,67.60 g,38.50 g,grains
"Beverage, not chocol",329,2.6g,780.00 mg,23.50 g,52.90 g,51.30 g,grains
"KELLOGG, Buttermilk ",245,8g,508.00 mg,5.30 g,38.60 g,10.00 g,grains
"GIRL SCOUTS, Caramel",520,27g,225.00 mg,5.10 g,64.80 g,29.60 g,grains
"Babyfood, junior, cr",65,0.4g,52.00 mg,1.40 g,16.25 g,1.48 g,grains
"Olives, canned (jumb",81,6.9g,735.00 mg,0.97 g,5.61 g,0.00 g,grains
"KEEBLER, Simply Shor",528,29g,291.00 mg,6.00 g,62.20 g,22.60 g,grains
"KEEBLER, Cheese & Ch",502,26g,760.00 mg,8.10 g,59.50 g,13.40 g,grains
"CAMPBELL'S CHUNKY, N",81,3.9g,353.00 mg,2.46 g,9.01 g,0.00 g,grains
"Sauce, original, SWE",192,0.4g,765.00 mg,0.95 g,46.08 g,38.37 g,grains
"Beverages, diet, rea",0,0g,6.00 mg,0.00 g,0.00 g,0.93 g,grains
"Leavening agents, lo",97,0.4g,90.00 mg,0.10 g,46.90 g,0.00 g,grains
Naranjilla (lulo) pu,25,0.2g,4.00 mg,0.44 g,5.90 g,3.74 g,grains
"Snacks, plain, uncoa",443,17g,278.00 mg,7.40 g,67.30 g,0,grains
"Raspberries, wild (N",62,0.3g,4.00 mg,1.12 g,13.85 g,5.54 g,grains
"Beverages, fast-food",37,0g,4.00 mg,0.07 g,9.56 g,8.97 g,grains
"Sauce, prepared-from",79,0.6g,347.00 mg,1.84 g,16.72 g,10.81 g,grains
LOMA LINDA Little Li,221,14g,472.00 mg,19.40 g,5.50 g,0.80 g,grains
"Salmon, total can co",153,7.2g,433.00 mg,20.63 g,0.00 g,0.00 g,grains
"Tomatoes, drained, p",213,14g,266.00 mg,5.06 g,23.33 g,0,grains
"KEEBLER, Cashew Shor",535,31g,370.00 mg,6.30 g,59.30 g,23.20 g,grains
KRAFT BREAKSTONE'S F,91,1.3g,72.00 mg,4.70 g,15.10 g,7.20 g,grains
"Peas and onions, sol",51,0.4g,442.00 mg,3.28 g,8.57 g,0,grains
"WENDY'S, single, DAV",268,16g,473.00 mg,13.69 g,17.73 g,4.50 g,grains
"CRACKER BARREL, farm",266,17g,414.00 mg,22.94 g,5.31 g,0,grains
"Candies, MARS Almond",467,23g,170.00 mg,8.10 g,62.70 g,52.10 g,grains
"Sweeteners, powder, ",368,0g,12.00 mg,0.00 g,100.00 g,92.70 g,grains
"Sausage, pork and be",320,29g,911.00 mg,12.00 g,2.42 g,0.00 g,grains
"Babyfood, mango with",70,0.2g,4.00 mg,0.30 g,19.00 g,13.00 g,grains
"Candies, M&M MARS Pr",447,15g,475.00 mg,5.00 g,72.94 g,50.00 g,grains
"McDONALD'S, BIG MAC ",234,12g,454.00 mg,12.79 g,21.01 g,3.70 g,grains
"MURRAY, Butter Cooki",463,16g,441.00 mg,7.20 g,74.30 g,22.30 g,grains
"Snacks, sesame seed,",392,3.8g,227.00 mg,7.60 g,81.50 g,0,grains
"Salsify, with salt, ",68,0.2g,252.00 mg,2.73 g,15.36 g,2.90 g,grains
"Fireweed, raw (Alask",44,0.8g,50.00 mg,3.00 g,6.30 g,0,grains
"Mayonnaise, low calo",231,19g,110.00 mg,0.30 g,16.00 g,4.20 g,grains
"Candies, not chocola",481,28g,128.00 mg,2.13 g,55.87 g,36.16 g,grains
"FAMOUS AMOS, Vanilla",485,19g,260.00 mg,4.90 g,73.80 g,37.20 g,grains
"Candies, dark chocol",540,30g,25.00 mg,7.50 g,59.95 g,42.50 g,grains
"Rolls, reduced-calor",196,2g,410.00 mg,8.30 g,42.10 g,4.76 g,grains
"Yokan, prepared from",260,0.1g,83.00 mg,3.29 g,60.72 g,0,grains
"Cheese, part-skim, l",295,20g,666.00 mg,23.75 g,5.58 g,1.90 g,grains
"GLUTINO, Vanilla Cre",487,19g,0,2.19 g,77.34 g,49.43 g,grains
"GLUTINO, Milk Chocol",541,30g,122.00 mg,4.06 g,62.82 g,40.99 g,grains
"Shortening, composit",884,100g,4.00 mg,0.00 g,0.00 g,0.00 g,grains
"Cardoon, with salt, ",20,0.1g,412.00 mg,0.76 g,4.74 g,0,grains
"Gravy, slow roast, c",34,0.9g,407.00 mg,1.69 g,5.08 g,0,grains
"Hazelnuts, beaked (N",628,53g,2.00 mg,14.89 g,22.98 g,0,grains
"KELLOGG'S, Savory He",406,10g,809.00 mg,10.90 g,73.80 g,10.60 g,grains
WORTHINGTON Diced Ch,80,0.7g,344.00 mg,14.70 g,3.70 g,0.10 g,grains
"Taro leaves, without",24,0.4g,2.00 mg,2.72 g,4.02 g,0,grains
"Babyfood, banana jui",89,0.8g,37.00 mg,2.50 g,17.54 g,13.28 g,grains
"KEEBLER, Vienna Fing",492,20g,301.00 mg,4.50 g,73.20 g,33.60 g,grains
"KEEBLER, Iced Lemona",502,24g,262.00 mg,4.50 g,66.30 g,29.90 g,grains
"Chicken, reheated, b",334,22g,813.00 mg,18.66 g,14.23 g,0.00 g,grains
"Borage, with salt, d",25,0.8g,324.00 mg,2.09 g,3.55 g,0,grains
"Beef, raw, 90% lean ",176,10g,66.00 mg,20.00 g,0.00 g,0.00 g,grains
"Deer (venison), raw ",116,2.7g,0,21.50 g,0.00 g,0,grains
"Crackers, without sa",390,3.2g,19.00 mg,12.10 g,76.60 g,0,grains
"McDONALD'S, Southern",304,15g,868.00 mg,11.93 g,30.56 g,2.62 g,grains
"KEEBLER, Shortbread ",502,23g,430.00 mg,4.40 g,69.10 g,26.60 g,grains
"Babyfood, instant, d",406,3g,12.00 mg,8.70 g,85.98 g,0.72 g,grains
"Pasta, cooked, spina",130,0.9g,6.00 mg,5.06 g,25.04 g,0,grains
"Restaurant, general ",295,16g,435.00 mg,12.90 g,23.99 g,11.60 g,grains
"WENDY'S, Homestyle C",214,8.1g,401.00 mg,13.78 g,21.55 g,0,grains
"Nuts, coconut water ",19,0.2g,105.00 mg,0.72 g,3.71 g,2.61 g,grains
"Bread, toasted, (inc",270,2.4g,444.00 mg,13.20 g,48.10 g,1.44 g,grains
"Rice, UNCLE BENS, co",147,0.9g,4.00 mg,3.09 g,31.33 g,0.15 g,grains
"OSCAR MAYER, Chicken",109,1.5g,1438.00 mg,19.85 g,4.30 g,4.30 g,grains
"Breakfast bar, corn ",377,7.5g,297.00 mg,4.40 g,72.90 g,35.10 g,grains
"Snacks, salted, whea",541,37g,1488.00 mg,10.90 g,46.50 g,0.19 g,grains
"Tortilla chips, bake",415,5.7g,517.00 mg,11.00 g,80.00 g,0.67 g,grains
"Beef, raw, 70% lean ",332,30g,66.00 mg,14.35 g,0.00 g,0.00 g,grains
"Chiton, gumboots (Al",83,1.6g,0,17.10 g,0.00 g,0,grains
"Yogurt, CHOBANI, str",80,0.1g,33.00 mg,8.03 g,11.62 g,10.86 g,grains
"Fast foods, sausage,",318,18g,737.00 mg,8.41 g,31.25 g,11.23 g,grains
"Whale, dried (Alaska",327,5.3g,220.00 mg,69.86 g,0.00 g,0.00 g,grains
"Snacks, plain, cones",510,27g,1022.00 mg,5.80 g,62.90 g,0,grains
"Snacks, onion-flavor",499,23g,950.00 mg,7.70 g,65.10 g,4.83 g,grains
"Snacks, plain, chips",538,33g,514.00 mg,6.17 g,56.90 g,0.27 g,grains
"Noodles, Chinese res",521,32g,378.00 mg,10.33 g,51.90 g,0.25 g,grains
"KEEBLER, Mini, Fudge",497,23g,367.00 mg,4.20 g,68.70 g,31.80 g,grains
"Beef, raw, 75% lean ",293,25g,66.00 mg,15.76 g,0.00 g,0.00 g,grains
"Cream, pressurized, ",257,22g,8.00 mg,3.20 g,12.49 g,8.00 g,grains
"Celery, with salt, d",18,0.2g,327.00 mg,0.83 g,4.00 g,2.37 g,grains
"Dumpling, frozen, po",195,6.1g,474.00 mg,5.26 g,29.64 g,1.75 g,grains
"Egg substitute, fat ",48,0g,199.00 mg,10.00 g,2.00 g,2.00 g,grains
"Beverages, Ruby Red ",45,0g,11.00 mg,0.07 g,11.58 g,11.02 g,grains
LOMA LINDA Vege-Burg,114,1.2g,222.00 mg,22.20 g,3.70 g,0.80 g,grains
LOMA LINDA Redi-Burg,146,2.8g,508.00 mg,21.90 g,8.20 g,1.20 g,grains
LOMA LINDA Tender Bi,135,4.6g,613.00 mg,15.10 g,8.30 g,0.60 g,grains
WORTHINGTON Veja-Lin,155,8.9g,530.00 mg,14.60 g,4.10 g,0.50 g,grains
WORTHINGTON Chic-Ket,200,9.7g,642.00 mg,23.60 g,5.10 g,0.10 g,grains
"Beef, raw, 80% lean ",254,20g,66.00 mg,17.17 g,0.00 g,0.00 g,grains
"KEEBLER, Pecan Short",541,32g,354.00 mg,5.00 g,59.00 g,22.50 g,grains
"Oil, bearded seal (O",899,100g,0.00 mg,0.56 g,0.00 g,0,grains
"KEEBLER, Holiday, Al",482,21g,407.00 mg,5.10 g,70.10 g,26.00 g,grains
"Restaurant, shrimp a",78,4.1g,375.00 mg,5.90 g,4.52 g,2.16 g,grains
"Candies, TWIZZLERS S",348,2.3g,287.00 mg,2.56 g,79.16 g,39.64 g,grains
"Syrups, with butter,",291,0.1g,287.00 mg,0.00 g,72.43 g,72.25 g,grains
"Sauce, shelf stable,",426,42g,998.00 mg,5.00 g,6.14 g,1.92 g,grains
Cheesecake prepared ,274,13g,380.00 mg,5.50 g,35.50 g,0,grains
"Grapefruit juice, sw",46,0.1g,2.00 mg,0.58 g,11.13 g,11.03 g,grains
"MOTHER'S, Halloween ",514,25g,191.00 mg,3.80 g,68.10 g,43.90 g,grains
"Candies, with high v",352,0g,23.00 mg,0.08 g,87.97 g,68.18 g,grains
"Chicken, raw, skin (",440,44g,51.00 mg,9.58 g,0.79 g,0.00 g,grains
"Nuts, unpeeled, drie",374,4.5g,37.00 mg,6.39 g,77.31 g,0,grains
"Lime juice, unsweete",21,0.2g,16.00 mg,0.25 g,6.69 g,1.37 g,grains
"KEEBLER, Cheese on W",499,25g,790.00 mg,8.40 g,59.80 g,14.20 g,grains
"Chicken tenders, pre",240,14g,527.00 mg,14.62 g,14.86 g,0.57 g,grains
KASHI Black Bean Man,115,3g,134.00 mg,3.00 g,18.00 g,3.00 g,grains
"Mushrooms, raw, or c",22,0.1g,6.00 mg,2.50 g,4.30 g,1.72 g,grains
"Malt beverage, inclu",37,0.1g,13.00 mg,0.21 g,8.05 g,8.05 g,grains
"Beverages, breakfast",2,0g,1.00 mg,0.30 g,0.23 g,0.00 g,grains
"Cake, cherry fudge w",264,13g,164.00 mg,2.40 g,38.00 g,32.94 g,grains
"Beverages, Acai Berr",45,0g,28.00 mg,0.00 g,10.98 g,10.57 g,grains
"Gravy, slow roast, t",42,0.9g,0,1.69 g,6.78 g,0,grains
"Piki bread, made fro",390,7.2g,60.00 mg,9.06 g,72.22 g,1.60 g,grains
"Fast Foods, with egg",312,21g,672.00 mg,11.13 g,21.05 g,0.95 g,grains
WORTHINGTON Saucette,219,15g,532.00 mg,15.00 g,5.60 g,0.20 g,grains
"Apples, boiled, cook",53,0.4g,1.00 mg,0.26 g,13.64 g,11.01 g,grains
WORTHINGTON Stripple,346,27g,1463.00 mg,12.40 g,14.30 g,0.80 g,grains
WORTHINGTON Stakelet,211,10g,651.00 mg,19.70 g,9.60 g,1.20 g,grains
"Kielbasa, smoked, tu",226,18g,1200.00 mg,13.10 g,3.90 g,0.00 g,grains
"Beets, with salt, bo",44,0.2g,285.00 mg,1.68 g,9.96 g,7.96 g,grains
"Beverages, EAS soy p",405,3.6g,452.00 mg,47.62 g,43.94 g,40.48 g,grains
GARDENBURGER Origina,155,4.6g,684.00 mg,7.20 g,22.10 g,0.60 g,grains
"KEEBLER, Chocolate P",490,22g,507.00 mg,5.10 g,67.70 g,28.70 g,grains
"Snacks, unsalted, lo",416,5.7g,15.00 mg,11.00 g,80.10 g,0.85 g,grains
"SUNSHINE, Scrabble J",466,17g,612.00 mg,10.90 g,67.90 g,0.60 g,grains
"Milk, lowfat, cultur",40,0.9g,190.00 mg,3.31 g,4.79 g,4.79 g,grains
"Sausage, egg and che",324,22g,591.00 mg,9.54 g,21.57 g,3.10 g,grains
"SUNSHINE, Cheddar Ja",460,22g,813.00 mg,9.50 g,57.60 g,1.20 g,grains
"Cauliflower, no salt",32,0.3g,23.00 mg,3.04 g,6.28 g,3.12 g,grains
"T.G.I. FRIDAY'S, bre",302,19g,1210.00 mg,11.87 g,20.87 g,0,grains
"Vegetables, drained ",49,0.3g,214.00 mg,2.59 g,9.26 g,2.41 g,grains
"Ruffed Grouse, raw, ",112,0.9g,50.00 mg,25.94 g,0.00 g,0.00 g,grains
Chili con carne with,107,3.5g,449.00 mg,5.80 g,13.10 g,1.87 g,grains
"Snacks, nonfat, frui",342,0.9g,16.00 mg,5.90 g,77.60 g,45.24 g,grains
"MURRAY, Peanut Butte",505,31g,458.00 mg,9.50 g,55.80 g,1.70 g,grains
"Cookies, made with r",440,19g,210.00 mg,3.23 g,63.26 g,40.32 g,grains
"Olives, green, canne",145,15g,1556.00 mg,1.03 g,3.84 g,0.54 g,grains
"Beverages, Limeade, ",50,0g,6.00 mg,0.00 g,13.75 g,12.92 g,grains
"Candies, BIT-O'-HONE",375,7.5g,295.00 mg,2.00 g,80.89 g,48.00 g,grains
"Jams, reduced sugar,",151,0.1g,0.00 mg,0.00 g,37.60 g,29.41 g,grains
"Sauce, original, KC ",160,0.5g,613.00 mg,1.00 g,37.92 g,30.95 g,grains
"Dip, medium, Cheese ",129,8.4g,690.00 mg,2.70 g,10.65 g,1.30 g,grains
"MURRAY, Coconut Cook",511,26g,202.00 mg,5.70 g,65.50 g,30.40 g,grains
"Turnip greens, solid",14,0.3g,277.00 mg,1.36 g,2.42 g,0,grains
"Rose Hips, wild (Nor",162,0.3g,4.00 mg,1.60 g,38.22 g,2.58 g,grains
"Sea lion, kidney (Al",93,1.7g,231.00 mg,18.10 g,1.40 g,0,grains
"Beef, raw, 95% lean ",137,5g,66.00 mg,21.41 g,0.00 g,0.00 g,grains
"Candies, with peanut",486,20g,174.00 mg,8.72 g,67.41 g,62.68 g,grains
"Biscuits, refrigerat",263,5.6g,670.00 mg,6.10 g,47.40 g,0,grains
"Prunes, stewed, dehy",113,0.2g,2.00 mg,1.23 g,29.70 g,0,grains
KRAFT BREAKSTONE'S R,152,12g,59.00 mg,4.50 g,6.50 g,6.40 g,grains
"Beverages, low carb,",5,0g,75.00 mg,0.00 g,1.38 g,1.38 g,grains
"KEEBLER, Holiday, Gi",444,13g,420.00 mg,4.90 g,77.90 g,32.90 g,grains
"Puff pastry, baked, ",558,39g,253.00 mg,7.40 g,45.70 g,0.75 g,grains
"Candies, HERSHEY'S P",577,38g,64.00 mg,12.82 g,44.89 g,38.46 g,grains
"Candies, with rice c",511,29g,86.00 mg,7.64 g,59.67 g,51.06 g,grains
"Candies, MILKY WAY B",456,17g,167.00 mg,4.01 g,71.17 g,59.69 g,grains
"Babyfood, junior, mi",34,0.1g,40.00 mg,1.01 g,7.88 g,3.08 g,grains
"Babyfood, junior, tr",60,0g,7.00 mg,0.20 g,16.40 g,0,grains
"Waxgourd, raw, (chin",13,0.2g,111.00 mg,0.40 g,3.00 g,0,grains
"Beef, raw, 93% lean ",152,7g,66.00 mg,20.85 g,0.00 g,0.00 g,grains
"Beef, raw, 97% lean ",121,3g,66.00 mg,21.98 g,0.00 g,0.00 g,grains
"KEEBLER, KEEBLER Cho",465,17g,0,7.10 g,71.80 g,26.50 g,grains
HORMEL Pillow Pak Sl,243,12g,1858.00 mg,30.99 g,3.78 g,0.00 g,grains
"Babyfood, junior, gr",24,0.1g,5.00 mg,1.20 g,5.80 g,1.08 g,grains
"Soup, dry, powder, b",213,8.9g,26000.00 mg,15.97 g,17.40 g,16.71 g,grains
"Snacks, buckwheat, b",380,3.5g,116.00 mg,9.00 g,80.10 g,0,grains
LOMA LINDA Big Frank,218,12g,426.00 mg,21.50 g,5.80 g,0.40 g,grains
"Beef, cooked, briske",251,19g,973.00 mg,18.17 g,0.47 g,0.00 g,grains
"Oil, ultra low linol",884,100g,0.00 mg,0.00 g,0.00 g,0.00 g,grains
"KEEBLER, Club & Ched",494,24g,756.00 mg,8.40 g,61.30 g,14.10 g,grains
"Blueberries, frozen ",44,0g,0,0.70 g,10.40 g,0,grains
Lasagna with meat sa,135,4.9g,373.00 mg,7.28 g,15.36 g,3.11 g,grains
"Bread, multi-grain (",265,4.2g,381.00 mg,13.36 g,43.34 g,6.39 g,grains
"KEEBLER, Saltines wi",416,9.6g,1532.00 mg,8.40 g,75.10 g,2.10 g,grains
"Salad Dressing, fat-",84,2.7g,788.00 mg,0.20 g,15.50 g,10.30 g,grains
"Leeks, raw, (bulb an",61,0.3g,20.00 mg,1.50 g,14.15 g,3.90 g,grains
"Milk, with lauric ac",63,3.4g,57.00 mg,3.33 g,4.74 g,4.74 g,grains
